sampled_for_label,issue_id,issue_number,created_at,title,body_preview,labels,url
New Feature,1158652616,22678,2022-03-03T16:52:30Z,GridSearchCV does not return trained estimator for each split vs cross_validate which does,### Describe the workflow you want to enable  GridSearchCV does not return trained estimator for each split vs cross_validate which does have trained estimators for each split. Instead GridSearchCV returns best_estimator_ which is usually being refit on X and thus can not be used on X to predict tes...,New Feature; module:model_selection,https://github.com/scikit-learn/scikit-learn/issues/22678
New Feature,1099311937,22189,2022-01-11T15:39:45Z,Make it easier to combine monotonic_cst/categorical_features and feature selection in a pipeline,"### Describe the workflow you want to enable  I want to use a pipleine that includes - a feature selection step (like SelectKBest) - a HistGradientBoostingEstimator with monotonicity and/or categorical features  The problem is that specifying the features for this requires indices or a boolean mask,...",New Feature; Needs Triage,https://github.com/scikit-learn/scikit-learn/issues/22189
New Feature,4980880231,34571,2026-07-26T13:57:59Z,Optional return of reduced distances in neighbors.Tree.query,"> [!WARNING] > This issue is not yet ready for a PR. If you are interested in contributing to scikit-learn, please have a look at our [contributing guidelines](https://scikit-learn.org/dev/developers/contributing.html), and in particular the sections for [new contributors](https://scikit-learn.org/d...",New Feature; Needs Triage,https://github.com/scikit-learn/scikit-learn/issues/34571
New Feature,831535830,19679,2021-03-15T08:01:24Z,Pass the confusion matrix as a parameter,"<!-- If you want to propose a new algorithm, please refer first to the scikit-learn inclusion criterion: https://scikit-learn.org/stable/faq.html#what-are-the-inclusion-criteria-for-new-algorithms -->  #### Describe the workflow you want to enable  Functions like sklearn.metrics.balanced_accuracy_sc...",New Feature; module:metrics,https://github.com/scikit-learn/scikit-learn/issues/19679
RFC,856866158,19881,2021-04-13T11:25:24Z,RFC Make if_delegate_has_method work on list of fitted estimators,"We got several issues (e.g. https://github.com/scikit-learn/scikit-learn/issues/19357) where we got hit by some limitations of `if_delegate_has_method`. Indeed, we are usually using this decorator to expose a method (such as `predict_proba` or `decision_function`) in a meta-estimator only if the und...",RFC,https://github.com/scikit-learn/scikit-learn/issues/19881
RFC,369268574,12358,2018-10-11T19:20:55Z,[RFC] Support sparse input in OneHotEncoder,"Currently the `OneHotEncoder` is not supporting sparse input. I see that it was mentioned in #1285 and actually I don't see why we cannot handle this case. Moreover, it seems a possible use case, isn't it?",RFC; module:preprocessing,https://github.com/scikit-learn/scikit-learn/issues/12358
RFC,1813977656,26869,2023-07-20T13:15:54Z,RFC Cap uppper versions of dependencies,"We've been seeing quite a few issues where people try to install scikit-learn in an environment for which there are no wheels and therefore pip trying to build the package from the source distribution, but failing.  Making scikit-learn work with new versions of dependencies, including python is not ...",RFC,https://github.com/scikit-learn/scikit-learn/issues/26869
RFC,1674499294,26220,2023-04-19T09:09:36Z,RFC Suggesting HistGradientBoosting in RandomForest and GradientBoosting pages,Right now we have this in the GradientBoosting API page:  > [sklearn.ensemble.HistGradientBoostingClassifier](https://scikit-learn.org/dev/modules/generated/sklearn.ensemble.HistGradientBoostingClassifier.html#sklearn.ensemble.HistGradientBoostingClassifier) is a much faster variant of this algorith...,Documentation; RFC,https://github.com/scikit-learn/scikit-learn/issues/26220
RFC,1597238459,25669,2023-02-23T17:14:02Z,OrdinalEncoder inconsistent with None and `np.nan` values,"OrdinalEncoder treats `None` and `nan` differently:  ```python from sklearn.preprocessing import OrdinalEncoder import numpy as np  enc = OrdinalEncoder()  ## Case 1 enc.fit_transform([[""dog""], [""cat""], [None]]) # array([[1.], #       [0.], #       [2.]])  ## Case 2 enc.fit_transform([[""dog""], [""cat...",RFC; module:preprocessing; Needs Triage,https://github.com/scikit-learn/scikit-learn/issues/25669
RFC,1081593825,21993,2021-12-15T23:02:54Z,Change name of Triage Team,"### Describe the issue linked to the documentation  The name ""Triage Team"" is a bit of a misnomer because the primarily roles are not related to Triage.   The impact is it confuses the maintainers, the triage team members, and the community. Also, it seems the title was more defined based on GitHub'...",Documentation; RFC,https://github.com/scikit-learn/scikit-learn/issues/21993
RFC,819758653,19596,2021-03-02T08:09:50Z,Check for milestone and change log connection,Follow-up of @jnothman [comment](https://github.com/scikit-learn/scikit-learn/pull/19155#issuecomment-785461124). I would like to propose to enforce milestones in pull requests. That means: - [ ] create a check that verify if the milestone is present - [ ] modify the check on the change log to verif...,Build / CI; RFC,https://github.com/scikit-learn/scikit-learn/issues/19596
RFC,684519287,18248,2020-08-24T09:33:59Z,RFC Consistent options/names for loss and criterion,"### Proposal Make the options to choose a `loss` or a split `criterion` consistent/unified over all estimators, classifiers as well as regressors.  ### Current State of Affairs The API for setting a loss function or a split criterion is scattered. Here is an incomplete list as of v0.23.0: #### Class...",RFC,https://github.com/scikit-learn/scikit-learn/issues/18248
RFC,2951959195,31091,2025-03-27T07:45:52Z,RFC set up Codespaces to ease contributor experience especially during sprints?,"IMO this could be useful as fall-back during sprints, in particular for pesky company Windows laptops, where I (and others for example @adrinjalali and @glemaitre) have been guilty to debug the Windows situation rather than focussing on more important stuff 😅.  Try it on my fork https://github.com/l...",RFC,https://github.com/scikit-learn/scikit-learn/issues/31091
RFC,408304431,13123,2019-02-08T20:05:29Z,RFC Dataset API,"In a few issues now we've been talking about supporting `pandas.DataFrame`s either as an input or the output. I think it's worth taking a step back and think about why we'd like to do that.  First and foremost, it's about the metadata. In #10733 we have: > Users should be able to get datasets return...",API; RFC; module:datasets,https://github.com/scikit-learn/scikit-learn/issues/13123
RFC,404221240,13063,2019-01-29T10:27:08Z,RFC/MAINT: refactor and common tests for estimator supporting string (object dtype),"Following #13046, we have redundant code in estimator which should support string dtype (object dtype). Those estimators should make similar validation and raise consistent errors and have (a) common test(s).  The estimators which are involved will be:  * SimpleImputer * MissingIndicator * OneHotEnc...",RFC; module:test-suite; Developer API,https://github.com/scikit-learn/scikit-learn/issues/13063
RFC,748087257,18893,2020-11-21T19:28:48Z,Add native categorical support for linear models via coordinate descent solver,"#### Describe the workflow you want to enable I'd like to propose native categorical support for linear models, similar to #18394, i.e. ordinal encoded columns can be specified as ""categorical"". I see 3 main benefits: - Possibly better user experience because one-hot-encoding becomes obsolete (thoug...",New Feature; RFC; module:linear_model,https://github.com/scikit-learn/scikit-learn/issues/18893
RFC,1577545243,25572,2023-02-09T09:33:28Z,RFC Guideline for usage of Cython types,"## Goal Have a documented consensus on which types to use in Cython code.  ### Types We should distinguish between floating point numbers and integers. We may also split the use cases of integers: As data value and as index for pointers and memoryviews.  ## Linked issues #24153, https://github.com/s...",RFC; cython,https://github.com/scikit-learn/scikit-learn/issues/25572
RFC,1629719801,25896,2023-03-17T18:01:16Z,Support other dataframes like polars and pyarrow not just pandas,"### Describe the workflow you want to enable  Currently, scikit-learn nowhere claims to support [pyarrow](https://arrow.apache.org/docs/python/) or [polars](https://www.pola.rs/). And indeed, ```python import numpy as np from sklearn.datasets import load_iris from sklearn.preprocessing import Standa...",New Feature; RFC,https://github.com/scikit-learn/scikit-learn/issues/25896
RFC,4940102985,34537,2026-07-21T14:45:49Z,RFC Remove possibly unused extra_requires i.e. `pip install scikit-learn[your_thing_goes_here]`,"> [!WARNING] > This issue is not yet ready for a PR. If you are interested in contributing to scikit-learn, please have a look at our [contributing guidelines](https://scikit-learn.org/dev/developers/contributing.html), and in particular the sections for [new contributors](https://scikit-learn.org/d...",RFC,https://github.com/scikit-learn/scikit-learn/issues/34537
RFC,1467964624,25068,2022-11-29T12:17:12Z,RFC Consolidating synchronous communication to one venue,Tl;DR: scikit-learn development discussions now take place in [the #development channel on discord](https://discord.com/channels/731163543038197871/1046822941586898974). Please don't use the [gitter channel](https://gitter.im/scikit-learn/dev) anymore.  Discord invite link: https://discord.gg/ZDZzqw...,RFC,https://github.com/scikit-learn/scikit-learn/issues/25068
RFC,2386150610,29383,2024-07-02T12:39:58Z,API Change default argument for `proportion` to be `True` in `tree.plot_tree`,### Summary  #27639 changed the default behavior of `tree_.value` to be proportions rather than absolute weighted sample counts. This then caused some discrepancies in how the tree is to be interested and plotted in the examples.  #29331 introduced a fix in the documentation to align the explanation...,RFC; module:tree,https://github.com/scikit-learn/scikit-learn/issues/29383
RFC,2269291011,28910,2024-04-29T15:07:14Z,"RFC Move `_more_tags` to ""developer API"" via `__sklearn_tags__`","As a part of making it easier and more ""standard"" to write scikit-learn estimators by third party developers, we have been slowly developing a ""developer API"" kind of thing, which are useful for third party developers, but not end users of the estimators.  Some of the work has been: - `__sklearn_clo...",API; RFC; Developer API,https://github.com/scikit-learn/scikit-learn/issues/28910
RFC,2364488901,29315,2024-06-20T13:42:07Z,Using `rng=` keyword argument  for NumPy randomness,"In SPEC7 https://github.com/scientific-python/specs/pull/180, has two goals:  1. Deprecate the use of `RandomState` and `np.random.seed` 2. Standardize the usage of `rng` for setting seeding.  For 1, according to [NEP19](https://numpy.org/neps/nep-0019-rng-policy.html#numpy-random), I do not think N...",API; Needs Decision; RFC,https://github.com/scikit-learn/scikit-learn/issues/29315
RFC,1800080737,26821,2023-07-12T03:05:50Z,Add `strata` to `Stratified*Split` CV splitters,"Right now `Stratified*Split` classes take `y` as the strata, while that's not always the case.  In `train_test_split` we allow a `stratify` arg (which I'm wondering if it should be called `strata`), which defines the groups samples belong to. And inside, we basically do this:  ```py     cv = Stratif...",New Feature; RFC,https://github.com/scikit-learn/scikit-learn/issues/26821
RFC,1548913947,25433,2023-01-19T10:46:45Z,Open up `check_array` and `BaseEstimator._validate_data` to overriding `xp.asarray` with an additional callable parameter `asarray_fn`,"### Describe the workflow you want to enable  Some people (including @betatim @ogrisel @jjerphan and I) have been devising a plugin system that would open up `sklearn` estimators to other external implementations, and in particular implementations with GPU backends - see https://github.com/scikit-le...",New Feature; RFC,https://github.com/scikit-learn/scikit-learn/issues/25433
RFC,4986749305,34580,2026-07-27T10:06:31Z,RFC Should we require contributors to communicate in their own words (as opposed to posting AI output)?,"Here I propose to require contributors to write comments, PR descriptions and issues using their own words, as opposed to posting AI generated text.  Specifically, I really like the [Astral AI policy](https://github.com/astral-sh/.github/blob/main/AI_POLICY.md), that explicitly states:  > AI should ...",RFC,https://github.com/scikit-learn/scikit-learn/issues/34580
RFC,4547049144,34152,2026-05-29T08:40:55Z,RFC Automatically choose best namespace/device within an estimator,"> [!WARNING] > This issue is not yet ready for a PR. If you are interested in contributing to scikit-learn, please have a look at our [contributing guidelines](https://scikit-learn.org/dev/developers/contributing.html), and in particular the sections for [new contributors](https://scikit-learn.org/d...",RFC; Array API,https://github.com/scikit-learn/scikit-learn/issues/34152
RFC,2017127799,27873,2023-11-29T17:53:48Z,RFC Unify old GradientBoosting estimators and HGBT,"### Current situation We have the unfortunate situation to have 2 different versions of gradient boosting, the old estimators ([`GradientBoostingClassifier`](https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.GradientBoostingClassifier.html#sklearn-ensemble-gradientboostingclassifier...",RFC,https://github.com/scikit-learn/scikit-learn/issues/27873
RFC,4546653720,34151,2026-05-29T07:40:30Z,RFC Exclude new github users (= mostly sock puppets) from scikit-learn repo,"> [!WARNING] > This issue is not yet ready for a PR. If you are interested in contributing to scikit-learn, please have a look at our [contributing guidelines](https://scikit-learn.org/dev/developers/contributing.html), and in particular the sections for [new contributors](https://scikit-learn.org/d...",RFC,https://github.com/scikit-learn/scikit-learn/issues/34151
RFC,2874913363,30889,2025-02-24T13:09:08Z,RFC Make `n_outputs_` consistent across regressors,"The scikit-learn API defines `classes_` as part of the API for classifier.  A similar handy thing for regressor models, IMO, would be to know if it was fit on a single or multioutput target. Currently, some regressors expose the `n_outputs_` parameter, but other not. One can infer from the `intercep...",API; RFC,https://github.com/scikit-learn/scikit-learn/issues/30889
RFC,3306896445,31912,2025-08-09T22:02:48Z,Stable extender contract via `fit` / `_fit` resp `predict` / `_predict` separation,"### Describe the workflow you want to enable  tl;dr, I am suggestion to refactor `scikit-learn` internals to a layer separation with boilerplate between `fit` and `_fit` resp `predict` and `_predict` methods, to make extender interfaces more stable. Also see https://github.com/scikit-learn/scikit-le...",RFC; Developer API,https://github.com/scikit-learn/scikit-learn/issues/31912
RFC,115141167,5719,2015-11-04T20:34:44Z,RandomProjections need better default n_components,"Currently `n_components` is not data dependent. Should it always warn on low-dimensional data? Or should we try to adjust `n_components`?  Arguably using it on low-dimensional data is a user mistake, so maybe the warning is ok? But we do use it in our examples on low-dim data....",RFC,https://github.com/scikit-learn/scikit-learn/issues/5719
RFC,2595009852,30088,2024-10-17T15:01:55Z,`from sklearn import this`,"### Describe the workflow you want to enable  It's not just Python, there are also a lot of cool packages that [import this](https://calmcode.io/til/python-import-this). It something that I have taken to heart personally on many of my own open-source packages but it also seems that the Narwhals proj...",RFC,https://github.com/scikit-learn/scikit-learn/issues/30088
RFC,3485087525,32384,2025-10-05T19:20:24Z,RFC: is optimizing `DecisionTree*`/`ExtraTree*` worth the effort/extra complexity?,"I've been working quite a lot on trees lately (and on partitioning/sorting too, which helps here). And I have some ideas to optimize some things in `sklearn/tree`. Some of those ideas are backed-up by encouraging early experiments, some are not.  But I'm not super aware of the usage of `scikit-learn...",RFC,https://github.com/scikit-learn/scikit-learn/issues/32384
RFC,586874972,16756,2020-03-24T11:02:54Z,`check_estimator` for estimators which require a mandatory extra fit param.,"Right now the `check_estimators` will fail if the given estimator requires a parameter to `fit` other than `X, y`. https://github.com/fairlearn/fairlearn/pull/342 is an example of where it fails.  In some use-cases, it makes sense to require an extra parameter. For instance, in the case of fairness,...",RFC; module:utils; Developer API,https://github.com/scikit-learn/scikit-learn/issues/16756
RFC,3781138903,33000,2026-01-05T11:22:34Z,"Turn ""Needs Triage"" label red?","I wanted to gather some opinions on changing the colour of the ""Needs Triage"" label into bright red (currently dark purple) to make it more visible.  We have recently added [Issues tagged “Needs Triage”]( https://scikit-learn.org/dev/developers/contributing.html#issues-tagged-needs-triage) to the de...",RFC,https://github.com/scikit-learn/scikit-learn/issues/33000
RFC,1564281803,25522,2023-01-31T13:09:34Z,Behaviour of `warm_start=True` and `max_iter` (and `n_estimators`),This issue is an RFC to clarify the expected behavior `max_iter` and `n_iter_` (or `estimators` and `len(estimators_)` equivalently) when used with `warm_start=True`.  ### Estimators to be considered  The estimators to be considered can be found in the following manner:  ```python from inspect impor...,RFC,https://github.com/scikit-learn/scikit-learn/issues/25522
RFC,1383721311,24502,2022-09-23T12:20:51Z,RFC Should pairwise_distances preserve float32 ?,"Currently the dtype of the distance matrix returned by `pairwise_distances` is not very consistent, depending on the metric and on the value of n_jobs.  For float64 input, everything is consistent: the returned matrix is always in float64. For mixed float64 X and float32 Y, the return matrix is also...",RFC; module:metrics,https://github.com/scikit-learn/scikit-learn/issues/24502
RFC,3604820995,32680,2025-11-09T11:08:05Z,RFC: Should we remove the 'good first issue' label?,"Related to other discussions on low effort PRs #31679 and #32207  Should we remove the 'good first issue' label?  Note that we mention this label in the ""[Issues for new contributors](https://github.com/numpy/numpy/pull/21355)"" section of the docs. It is also mentioned briefly at the end of the ""[A ...",RFC,https://github.com/scikit-learn/scikit-learn/issues/32680
RFC,557350787,16301,2020-01-30T08:58:39Z,Factory-style construction of composite estimators,"I find the API for specifying lists constituent estimators in Pipeline, FeatureUnion, ColumnTransformer, StackingClassifier, VotingClassifier, GeneralizedNB, etc. ugly. I find the `make_pipeline`, `make_column_transformer` etc interfaces helpful, but the duplication of interfaces is actually quite u...",API; help wanted; RFC,https://github.com/scikit-learn/scikit-learn/issues/16301
RFC,856852662,19880,2021-04-13T11:07:55Z,RFC shape of output of predict_proba for multilabel-indicator,"In https://github.com/scikit-learn/scikit-learn/pull/19859, I am heading toward addressing some issue already reported long time ago there: https://github.com/scikit-learn/scikit-learn/issues/2451  We have a range of classifier supporting multilabel classification. To give a bit of feedback, I recal...",RFC,https://github.com/scikit-learn/scikit-learn/issues/19880
RFC,3425810655,32207,2025-09-17T11:06:37Z,RFC: Proposal for autoclose option for non-compliant PRs,"Following up on the discussion in #31679 about low-effort contributions (like ai-generated with low human supervision), @lucyleeow and me worked out an idea: We would like to propose introducing an autoclose option for PRs that gets triggered when setting an ""autoclose"" label that can be removed if ...",Needs Decision; RFC,https://github.com/scikit-learn/scikit-learn/issues/32207
RFC,3140049141,31533,2025-06-12T12:11:30Z,RFC: stop using scikit-learn `stable_cumsum` and instead use `np.cumsum/xp.cumulative_sum` directly,"As discussed in https://github.com/scikit-learn/scikit-learn/pull/30878/files#r2142562746, our current `stable_cumsum` function brings very little value to the user: it does extra computation to check that `np.allclose(np.sum(x), np.cumsum(x)[-1])` and raises a warning otherwise. However, in most ca...",RFC; Array API,https://github.com/scikit-learn/scikit-learn/issues/31533
RFC,518228709,15546,2019-11-06T04:27:43Z,Use Bit Vectors for binary Vectorizers instead of float,"For vectorizers that support `binary=True` it seems excessive to use a `float` when a single bit is enough. Switching to a Bit Vector data type could increase memory efficiency by 32x compared to a `float32`, greatly improving scalability for NLP. Such a structure might not even need to be sparse. I...",RFC,https://github.com/scikit-learn/scikit-learn/issues/15546
Build / CI,2963319308,31123,2025-04-01T12:37:00Z,BUG: Build from source can fail  on Windows for scikit-learn v1.6.1 with Ninja `mkdir` error,"**Labels:** `Bug`, `Build / CI`, `Needs Triage` (Suggested)  **Describe the bug**  Scikit-learn (v1.6.1) fails to build from source on a native Windows 11 ARM64 machine using the MSYS2 ClangARM64 toolchain. The build proceeds through the Meson setup phase correctly identifying the `clang` compiler, ...",Build / CI; Needs Investigation; OS:Windows,https://github.com/scikit-learn/scikit-learn/issues/31123
Build / CI,182585961,7653,2016-10-12T17:32:31Z,Build Error on 64 bit windows in k_means_elkan,"<!-- If your issue is a usage question, submit it here instead: - StackOverflow with the scikit-learn tag: http://stackoverflow.com/questions/tagged/scikit-learn - Mailing List: https://mail.python.org/mailman/listinfo/scikit-learn For more information, see User Questions: http://scikit-learn.org/st...",Build / CI,https://github.com/scikit-learn/scikit-learn/issues/7653
Build / CI,34407105,3209,2014-05-27T19:56:56Z,Build errors with Clang,"I had an issue compiling sklearn on my new mac. The issue has to do with clang and is documented elsewhere (http://stackoverflow.com/questions/22313407/clang-error-unknown-argument-mno-fused-madd-python-package-installation-fa)  The issue is that clang doesn't like the ""shorten-64-to-32"" cpp flag. T...",Bug; Build / CI,https://github.com/scikit-learn/scikit-learn/issues/3209
Build / CI,494987931,15006,2019-09-18T04:53:34Z,0.20.4 sources on PyPI include generated .c files from 0.21.x or master,[scikit-learn-0.20.4.tar.gz](https://files.pythonhosted.org/packages/20/a0/5ec20d7e460d8ebde9ec5e40cda4339c5f546871c3a5bf9228f615b25618/scikit-learn-0.20.4.tar.gz) on [PyPI](https://pypi.org/project/scikit-learn/0.20.4/#files) includes `sklearn/utils/_cython_blas.c` and `sklearn/preprocessing/_csr_p...,Build / CI,https://github.com/scikit-learn/scikit-learn/issues/15006
Build / CI,446482695,13916,2019-05-21T08:25:22Z,Run check_manifest in one of the CI setups,"As per https://github.com/scikit-learn/scikit-learn/issues/13859#issuecomment-491688835, we are at risk of missing files from our MANIFEST.in and only noticing it upon release. We could use the `check-manifest` Python package as an additional check alongside, say linting (which is configured in `.ci...",Easy; Build / CI,https://github.com/scikit-learn/scikit-learn/issues/13916
Build / CI,400718338,13014,2019-01-18T13:10:20Z,Provide a commit message marker to run pypy in PRs,We need to provide a commit message marker to run pypi in PRs (similar to ``[scipy-dev]``) See https://scikit-learn.org/dev/developers/contributing.html#continuous-integration-ci,Build / CI; help wanted,https://github.com/scikit-learn/scikit-learn/issues/13014
Build / CI,237088158,9172,2017-06-20T04:14:42Z,plot_stock_market example may fail in quotes_historical_google,"We recently changed `plot_stock_market` to use Google's API, not Yahoo's. It looks like it can occasionally result in an exception when Google's API gives us an empty response:  ``` /home/ubuntu/miniconda/envs/testenv/bin/sphinx-build:35: UserWarning: genfromtxt: Empty input file: ""<http.client.HTTP...",Easy; Build / CI; Sprint,https://github.com/scikit-learn/scikit-learn/issues/9172
Build / CI,178528375,7466,2016-09-22T05:56:12Z,Add pandas to one of the CI jobs for better compatibility testing,As @jnothman proposed,Easy; Build / CI,https://github.com/scikit-learn/scikit-learn/issues/7466
Build / CI,3660180932,32781,2025-11-24T19:09:48Z,Address sanitizer,> [!WARNING] > This is not a good first issue to contribute. Great if you are interested to contribute to scikit-learn 🙏. Please have a look at our [contributing doc](https://scikit-learn.org/dev/developers/contributing.html) and in particular the section [Issues for new contributors](https://scikit...,Build / CI,https://github.com/scikit-learn/scikit-learn/issues/32781
Build / CI,2175629145,28596,2024-03-08T09:24:56Z,Missing _ZdlPv symbol in _argkmin_classmode for manylinux wheels produced by meson,The current work-around is to use `-fno-sized-deallocation` see https://github.com/scikit-learn/scikit-learn/pull/28506#discussion_r1512897297 for more details.  This can be reproduced locally with cibuildwheel. ``` python -m cibuildwheel --only cp312-manylinux_x86_64 ``` will produced a manylinux w...,Bug; Build / CI,https://github.com/scikit-learn/scikit-learn/issues/28596
Build / CI,117207879,5844,2015-11-16T20:11:57Z,Image links to examples not created as part of a Latex build. ,The same links **are** created as part of an html build. Sample of errors thrown.   ``` python /Users/joshuacook/src/scikit-learn/doc/tutorial/statistical_inference/supervised_learning.rst:: WARNING: unusable reference target found: ../../auto_examples/datasets/plot_iris_dataset.html /Users/joshuaco...,Bug; Documentation; Build / CI,https://github.com/scikit-learn/scikit-learn/issues/5844
Build / CI,2410731943,29497,2024-07-16T09:59:30Z,RFC Make creating a development environment easier,Our environment creating is becoming increasingly complicated. I re-thought of this in the context of https://github.com/scikit-learn/scikit-learn/pull/29012  xref: https://github.com/scikit-learn/scikit-learn/pull/29012#discussion_r1679046385  Quoting @lesteve :  -----------------------------------...,Build / CI; RFC,https://github.com/scikit-learn/scikit-learn/issues/29497
Build / CI,1150616491,22614,2022-02-25T16:05:55Z,joblib development version breaks `sklearn.show_versions()`,When we release joblib (soonish let's say a matter of weeks) we will break `sklearn.show_versions()`. We may need to do a bug-fix release of scikit-learn.  To reproduce: ```bash mamba create -n test-env scikit-learn -y conda activate test-env pip install git+https://github.com/joblib/joblib python -...,Bug; Build / CI; Blocker,https://github.com/scikit-learn/scikit-learn/issues/22614
Build / CI,40330554,3566,2014-08-15T08:05:19Z,Link error on Windows,"When I recomiling and linking the code ,find some error ,like this:     ``` Creating library build\temp.win32-2.7\Release\sklearn\linear_model\sgd_fast.l ib and object build\temp.win32-2.7\Release\sklearn\linear_model\sgd_fast.exp sgd_fast.obj : error LNK2019: unresolved external symbol _isfinite re...",Build / CI,https://github.com/scikit-learn/scikit-learn/issues/3566
Build / CI,39722041,3540,2014-08-07T12:53:17Z,OrthogonalMatchingPursuitCV errors in test_regressors,"The errors in OrthogonalMatchingPursuitCV on Travis have returned in `test_regressors`. I think the new ""filtering"" way to do the skip check must be lacking something... cc @amueller @ogrisel",Bug; Build / CI,https://github.com/scikit-learn/scikit-learn/issues/3540
Build / CI,131041690,6273,2016-02-03T14:27:48Z,Some test directories are not included in installation,"In `sklearn/setup.py`, there are several `tests` modules that are not included in the subpackage list for the configuration (e.g. `neighbors/tests`, `metrics/tests`, etc.) This means that running `nosetests sklearn` outside the source directory will not run these tests. Is there a reason for this?",Build / CI,https://github.com/scikit-learn/scikit-learn/issues/6273
Build / CI,384258330,12671,2018-11-26T10:11:27Z,Building from 0.20.1 source distribution on Py3.7 fails because it includes C files generated with old Cython,"<!-- If your issue is a usage question, submit it here instead: - StackOverflow with the scikit-learn tag: https://stackoverflow.com/questions/tagged/scikit-learn - Mailing List: https://mail.python.org/mailman/listinfo/scikit-learn For more information, see User Questions: http://scikit-learn.org/s...",Build / CI,https://github.com/scikit-learn/scikit-learn/issues/12671
Build / CI,430089029,13590,2019-04-07T00:03:04Z,Pypy build falling due to use of Debian Jessie,We should upgrade the image used in Circle CI to test on pypy,Easy; Build / CI,https://github.com/scikit-learn/scikit-learn/issues/13590
Build / CI,1597833655,25686,2023-02-24T03:17:11Z,"⚠️ CI failed on Linux_Docker.debian_atlas_32bit (last failure: Sep 03, 2024) ⚠️","**CI is still failing on [Linux_Docker.debian_atlas_32bit](https://dev.azure.com/scikit-learn/scikit-learn/_build/results?buildId=69809&view=logs&j=aabdcdc3-bb64-5414-b357-ed024fe8659e)** (Sep 03, 2024) - test_spectral_clustering_with_arpack_amg_solvers - test_img_to_graph - test_imputation_mean_med...",Build / CI; Numerical Stability,https://github.com/scikit-learn/scikit-learn/issues/25686
Build / CI,2459094010,29650,2024-08-10T13:55:32Z,Expand build from source docs for debugging with meson,"From https://github.com/scikit-learn/scikit-learn/pull/29594#issuecomment-2260154987 and https://github.com/scikit-learn/scikit-learn/pull/29594#issuecomment-2260158387:  > Could you please open a follow-up PR that expands either our ""build from source"" documentation or our documentation on ""how to ...",Documentation; Build / CI,https://github.com/scikit-learn/scikit-learn/issues/29650
Build / CI,37892855,3389,2014-07-15T15:07:44Z,"Random doctest failure in statistical_inference tutorial, model_selection","This was triggered on Travis by a completely unrelated commit. It seems that the tutorial gets a better-than-expected result on digits :)  The Travis configuration that failed is `DISTRIB=""conda"" PYTHON_VERSION=""2.6"" INSTALL_MKL=""false"" NUMPY_VERSION=""1.6.2"" SCIPY_VERSION=""0.11.0""`  ``` I: Seeding R...",Bug; Build / CI,https://github.com/scikit-learn/scikit-learn/issues/3389
Build / CI,2243248269,28837,2024-04-15T10:04:04Z,Meson does not  fully build the project in one go and need to be run twice ?,To reproduce (I use Meson commands directly below to show that is is not related to meson-python): ```bash meson setup build/test # Start from a built project ninja -C build/test  # ninja is timestamp-based to touching this pxd will cause things to rebuild touch sklearn/utils/_typedefs.pxd # 124 tar...,Bug; Build / CI,https://github.com/scikit-learn/scikit-learn/issues/28837
Build / CI,342933465,11638,2018-07-20T00:31:19Z,Use Cython BLAS API and remove bundled BLAS,"As far as I understand, Scikit-learn currently tries to link against the system (or possibly numpy) BLAS, and if it is not found falls back to the [bundled CBLAS](https://github.com/scikit-learn/scikit-learn/tree/0.19.2/sklearn/src/cblas). The latter case results in degraded performance, and can lea...",Build / CI,https://github.com/scikit-learn/scikit-learn/issues/11638
Build / CI,3401748936,32145,2025-09-10T09:46:01Z,New min dependencies broke the doc build,"We didn't run a dock build before merging https://github.com/scikit-learn/scikit-learn/pull/31656 which bumps min dependencies, and it broke the CI, see https://app.circleci.com/pipelines/github/scikit-learn/scikit-learn/70723/workflows/2064650c-116a-405d-9b1d-9cd469b8804f/jobs/317740.  cc/ @Gaetand...",Build / CI; Blocker,https://github.com/scikit-learn/scikit-learn/issues/32145
Build / CI,4447417000,34017,2026-05-14T16:11:14Z,#33770 broke pyodide CI job,"> [!WARNING] > This issue is not yet ready for a PR. If you are interested in contributing to scikit-learn, please have a look at our [contributing guidelines](https://scikit-learn.org/dev/developers/contributing.html), and in particular the sections for [new contributors](https://scikit-learn.org/d...",Build / CI,https://github.com/scikit-learn/scikit-learn/issues/34017
Build / CI,1142636438,22530,2022-02-18T08:39:59Z,Wheel builder broken for Python 3.7 and 3.8 on Windows (64 bit),The [scheduled windows builds](https://github.com/scikit-learn/scikit-learn/actions/workflows/wheels.yml?query=event%3Aschedule) have been failing with the following error:  See for instance:  ```   Digest: sha256:91ef3fcdba96f60e137e4e059d7eec3469d0ab9bffc237bf215e5841798c989d   Status: Downloaded ...,Build / CI,https://github.com/scikit-learn/scikit-learn/issues/22530
Build / CI,386420273,12705,2018-12-01T04:11:35Z,Install pandas on Appveyor?,"Some of our tests (maybe more and more in the future) require pandas, maybe we should install pandas on Appveyor to avoid unexpected failures when releasing.",Build / CI,https://github.com/scikit-learn/scikit-learn/issues/12705
